,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,display_time,id,total_points
1890,reminder-worst,,reminder,58.0,2083891.0,0.0-60.0,pilot,41,opt-rems-full,debug23jS7:debugtYcVC,False,"['DUCK', 'CAVERN']",[],"['KITCHEN', 'CLOUDS', 'OWL', 'EARTHQUAKE', 'ELEVATOR', 'LOBBY', 'CANYON']","['FALCON', 'WING', 'GLACIER', 'DUCK', 'GORGE', 'KITCHEN', 'CLOUDS', 'OWL', 'EARTHQUAKE', 'ELEVATOR', 'CAVE', 'LOBBY', 'CANYON', 'SNOW', 'PIGEON', 'DROUGHT']",0.0,False,"[1538, 21729]",,,categorized_16_11,DUCK,3000.0,,
1891,text-recall,,text-recall,61.0,2191820.0,0.0-63.0,pilot,41,opt-rems-full,debug23jS7:debugtYcVC,False,"['BANJO', 'FIDDLE', 'STEAMBOAT', 'SLOOP', 'SCHOONER', 'CLARINET', 'FIDDLE', 'CLARINET']","['BANJO', 'FIDDLE', 'STEAMBOAT', 'SLOOP', 'SCHOONER', 'CLARINET']","['DESK', 'CABINET', 'LAMP', 'HARP', 'CATFISH', 'TUNA', 'HERRING', 'OTTOMAN', 'TANKER', 'PERCH']","['CLARINET', 'SLOOP', 'DESK', 'CABINET', 'LAMP', 'HARP', 'CATFISH', 'TUNA', 'HERRING', 'OTTOMAN', 'SCHOONER', 'STEAMBOAT', 'TANKER', 'PERCH', 'BANJO', 'FIDDLE']",6.0,False,"[3324, 1483, 3288, 2787, 1813, 13631, 1383, 22450]",True,51332.0,categorized_16_2,,,,
1892,reminder-random,,reminder,62.0,2237184.0,0.0-64.0,pilot,41,opt-rems-full,debug23jS7:debugtYcVC,False,"['HARP', 'TANKER']",['TANKER'],"['DESK', 'CABINET', 'LAMP', 'CATFISH', 'TUNA', 'HERRING', 'OTTOMAN', 'PERCH']","['CLARINET', 'SLOOP', 'DESK', 'CABINET', 'LAMP', 'HARP', 'CATFISH', 'TUNA', 'HERRING', 'OTTOMAN', 'SCHOONER', 'STEAMBOAT', 'TANKER', 'PERCH', 'BANJO', 'FIDDLE']",1.0,False,"[1574, 16887]",,,categorized_16_2,HARP,3000.0,,
1893,text-recall,,text-recall,65.0,2357296.0,0.0-67.0,pilot,41,opt-rems-full,debug23jS7:debugtYcVC,False,"['FOUNDATION', 'POPLAR', 'BASEMENT', 'CELLAR', 'FOUNDATION', 'WILLOW', 'ELK', 'BIRCH', 'DEER', 'ANTELOPE']","['FOUNDATION', 'POPLAR', 'BASEMENT', 'CELLAR', 'WILLOW', 'DEER', 'ANTELOPE']","['MAPLE', 'FLOOR', 'SQUIRREL', 'BADMINTON', 'ELEPHANT', 'SOFTBALL', 'VOLLEYBALL', 'EUCALYPTUS', 'TRACK']","['WILLOW', 'ANTELOPE', 'MAPLE', 'FLOOR', 'SQUIRREL', 'BADMINTON', 'DEER', 'ELEPHANT', 'SOFTBALL', 'VOLLEYBALL', 'EUCALYPTUS', 'TRACK', 'CELLAR', 'BASEMENT', 'POPLAR', 'FOUNDATION']",7.0,False,"[2425, 4550, 2093, 1364, 1865, 3532, 1127, 2070, 4532, 2076]",True,64774.0,categorized_16_9,,,,
1894,reminder-worst,,reminder,66.0,2389247.0,0.0-68.0,pilot,41,opt-rems-full,debug23jS7:debugtYcVC,False,['MAPLE'],[],"['FLOOR', 'SQUIRREL', 'BADMINTON', 'ELEPHANT', 'SOFTBALL', 'VOLLEYBALL', 'EUCALYPTUS', 'TRACK']","['WILLOW', 'ANTELOPE', 'MAPLE', 'FLOOR', 'SQUIRREL', 'BADMINTON', 'DEER', 'ELEPHANT', 'SOFTBALL', 'VOLLEYBALL', 'EUCALYPTUS', 'TRACK', 'CELLAR', 'BASEMENT', 'POPLAR', 'FOUNDATION']",0.0,False,[1879],,,categorized_16_9,MAPLE,3000.0,,
1895,text-recall,,text-recall,69.0,2488064.0,0.0-71.0,pilot,41,opt-rems-full,debug23jS7:debugtYcVC,False,"['SWIMMING', 'BOWLING', 'POP', 'SKA', 'PUNK', 'HANDBALL', 'BOWLING', 'PAPER', 'BOOKLET', 'JOURNAL']","['SWIMMING', 'BOWLING', 'POP', 'SKA', 'PUNK', 'HANDBALL', 'PAPER', 'BOOKLET', 'JOURNAL']","['BLUES', 'BIRCH', 'REPORT', 'RUGBY', 'CEDAR', 'BEECH', 'FIR']","['HANDBALL', 'BLUES', 'PAPER', 'BIRCH', 'REPORT', 'RUGBY', 'BOOKLET', 'PUNK', 'CEDAR', 'JOURNAL', 'SKA', 'BEECH', 'POP', 'FIR', 'SWIMMING', 'BOWLING']",9.0,False,"[2356, 1610, 1001, 1308, 1688, 3564, 2576, 10519, 2641, 1601]",True,43796.0,categorized_16_5,,,,
1896,reminder-best,,reminder,70.0,2540797.0,0.0-72.0,pilot,41,opt-rems-full,debug23jS7:debugtYcVC,False,"['CEDAR', 'BIRCH', 'BEECH']","['BIRCH', 'BEECH']","['BLUES', 'REPORT', 'RUGBY', 'FIR']","['HANDBALL', 'BLUES', 'PAPER', 'BIRCH', 'REPORT', 'RUGBY', 'BOOKLET', 'PUNK', 'CEDAR', 'JOURNAL', 'SKA', 'BEECH', 'POP', 'FIR', 'SWIMMING', 'BOWLING']",2.0,False,"[2034, 1414, 1378]",,,categorized_16_5,CEDAR,3000.0,,
1897,total-points,,,,,,,,,debug23jS7:debugtYcVC,,,,,,,,,,,,,,debug23jS7:debugtYcVC,111.0
1898,survey-text,"{""Q0"":""5ef815e7dff5d4569462097c""}",survey-text,0.0,2589.0,0.0-0.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,,,,,,,,,,,,,,,
1899,text-recall,,text-recall,25.0,608703.0,0.0-27.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['VIOLA', 'GYMNASTICS', 'CARP', 'COD', 'PERCH', 'HARMONICA', 'NOVEL']","['VIOLA', 'GYMNASTICS', 'CARP', 'COD', 'PERCH', 'HARMONICA', 'NOVEL']","['CATFISH', 'FENCING', 'VOLLEYBALL', 'SAILING', 'EDITORIAL', 'PAPER', 'LETTER', 'BANJO', 'HARP']","['CATFISH', 'HARMONICA', 'FENCING', 'VOLLEYBALL', 'NOVEL', 'SAILING', 'COD', 'EDITORIAL', 'PAPER', 'LETTER', 'BANJO', 'CARP', 'HARP', 'PERCH', 'GYMNASTICS', 'VIOLA']",7.0,False,"[3805, 2394, 2289, 1065, 2804, 17770, 6244]",True,44065.0,categorized_16_2,,,,
1900,reminder-worst,,reminder,26.0,661212.0,0.0-28.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['HARP', 'CATFISH']",['CATFISH'],"['FENCING', 'VOLLEYBALL', 'SAILING', 'EDITORIAL', 'PAPER', 'LETTER', 'BANJO']","['CATFISH', 'HARMONICA', 'FENCING', 'VOLLEYBALL', 'NOVEL', 'SAILING', 'COD', 'EDITORIAL', 'PAPER', 'LETTER', 'BANJO', 'CARP', 'HARP', 'PERCH', 'GYMNASTICS', 'VIOLA']",1.0,False,"[2346, 25435]",,,categorized_16_2,HARP,3000.0,,
1901,text-recall,,text-recall,29.0,785756.0,0.0-31.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['TROLLEY', 'WING', 'HELICOPTER', 'SYMPHONY', 'JEANS', 'HAT', 'SAIL', 'SOUL']","['TROLLEY', 'WING', 'HELICOPTER', 'SYMPHONY', 'JEANS', 'HAT', 'SOUL']","['FOUNDATION', 'SLIP', 'GOSPEL', 'MOTORCYCLE', 'TECHNO', 'FLOOR', 'WALLS', 'TRAILER', 'BOXERS']","['TROLLEY', 'SYMPHONY', 'HAT', 'FOUNDATION', 'SLIP', 'GOSPEL', 'SOUL', 'MOTORCYCLE', 'TECHNO', 'FLOOR', 'WALLS', 'TRAILER', 'JEANS', 'BOXERS', 'WING', 'HELICOPTER']",7.0,False,"[2254, 1348, 3367, 6305, 11184, 7391, 12843, 3273]",True,53277.0,categorized_16_7,,,,
1902,reminder-best,,reminder,30.0,829171.0,0.0-32.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['FOUNDATION', 'FLOOR', 'WALLS', 'WALL']","['FLOOR', 'WALLS']","['SLIP', 'GOSPEL', 'MOTORCYCLE', 'TECHNO', 'TRAILER', 'BOXERS']","['TROLLEY', 'SYMPHONY', 'HAT', 'FOUNDATION', 'SLIP', 'GOSPEL', 'SOUL', 'MOTORCYCLE', 'TECHNO', 'FLOOR', 'WALLS', 'TRAILER', 'JEANS', 'BOXERS', 'WING', 'HELICOPTER']",2.0,False,"[4473, 2624, 1240, 21337]",,,categorized_16_7,FOUNDATION,3000.0,,
1903,text-recall,,text-recall,33.0,933825.0,0.0-35.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['VOLCANO', 'HANDBALL', 'OCEAN', 'CLOTH', 'VELVET', 'FELT', 'BADMINTON', 'VOLLEYBALL', 'CLOTH']","['VOLCANO', 'HANDBALL', 'OCEAN', 'CLOTH', 'VELVET', 'FELT', 'BADMINTON']","['FISHING', 'BOWLING', 'ENCYCLOPEDIA', 'LINEN', 'GLACIER', 'ESSAY', 'REPORT', 'JOURNAL', 'CAVE']","['CLOTH', 'OCEAN', 'FISHING', 'BOWLING', 'ENCYCLOPEDIA', 'FELT', 'BADMINTON', 'LINEN', 'GLACIER', 'ESSAY', 'VELVET', 'REPORT', 'JOURNAL', 'CAVE', 'HANDBALL', 'VOLCANO']",7.0,False,"[1962, 1826, 1692, 3271, 2199, 712, 14868, 7061, 11173]",True,46353.0,categorized_16_6,,,,
1904,reminder-random,,reminder,34.0,984029.0,0.0-36.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['GLACIER', 'CAVE', 'MOUNTAIN']",['CAVE'],"['FISHING', 'BOWLING', 'ENCYCLOPEDIA', 'LINEN', 'ESSAY', 'REPORT', 'JOURNAL']","['CLOTH', 'OCEAN', 'FISHING', 'BOWLING', 'ENCYCLOPEDIA', 'FELT', 'BADMINTON', 'LINEN', 'GLACIER', 'ESSAY', 'VELVET', 'REPORT', 'JOURNAL', 'CAVE', 'HANDBALL', 'VOLCANO']",1.0,False,"[3786, 3344, 6064]",,,categorized_16_6,GLACIER,3000.0,,
1905,text-recall,,text-recall,37.0,1088953.0,0.0-39.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['MANSION', 'HUT', 'DORMITORY', 'DESTROYER', 'BARGE', 'ROOF', 'CEILING']","['MANSION', 'HUT', 'DORMITORY', 'DESTROYER', 'BARGE', 'ROOF', 'CEILING']","['MONSOON', 'DROUGHT', 'GALE', 'CELLAR', 'SUNSHINE', 'YACHT', 'ATTIC', 'COTTAGE', 'TANKER']","['MONSOON', 'DROUGHT', 'ROOF', 'GALE', 'CEILING', 'BARGE', 'CELLAR', 'SUNSHINE', 'YACHT', 'ATTIC', 'DESTROYER', 'COTTAGE', 'TANKER', 'HUT', 'DORMITORY', 'MANSION']",7.0,False,"[2817, 1014, 6592, 1674, 1431, 10619, 1579]",True,47191.0,categorized_16_9,,,,
1906,reminder-worst,,reminder,38.0,1138931.0,0.0-40.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['TANKER', 'MONSOON', 'GALE', 'DROUGHT']","['MONSOON', 'GALE', 'DROUGHT']","['CELLAR', 'SUNSHINE', 'YACHT', 'ATTIC', 'COTTAGE']","['MONSOON', 'DROUGHT', 'ROOF', 'GALE', 'CEILING', 'BARGE', 'CELLAR', 'SUNSHINE', 'YACHT', 'ATTIC', 'DESTROYER', 'COTTAGE', 'TANKER', 'HUT', 'DORMITORY', 'MANSION']",3.0,False,"[3309, 2289, 2529, 1767]",,,categorized_16_9,TANKER,3000.0,,
1907,text-recall,,text-recall,41.0,1250497.0,0.0-43.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['SEEDS', 'POPLAR', '', 'ELM', 'WILLOW', 'COAT', 'ROBE', 'SHORTS', 'SKIRT', 'CANYON', 'PLATEAU', 'RIVER', 'OAK']","['SEEDS', 'POPLAR', 'ELM', 'WILLOW', 'COAT', 'ROBE', 'SHORTS', 'SKIRT', 'CANYON', 'PLATEAU', 'RIVER']","['HOSE', 'BUCKET', 'BEECH', 'DESERT', 'SOIL']","['HOSE', 'ROBE', 'ELM', 'COAT', 'CANYON', 'RIVER', 'WILLOW', 'PLATEAU', 'BUCKET', 'BEECH', 'SHORTS', 'DESERT', 'SOIL', 'SKIRT', 'POPLAR', 'SEEDS']",11.0,False,"[1291, 1323, 129, 1294, 2211, 2480, 1185, 1509, 3166, 4229, 4585, 5538, 18058]",True,54212.0,categorized_16_4,,,,
1908,reminder-worst,,reminder,42.0,1292718.0,0.0-44.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,['HOSE'],[],"['BUCKET', 'BEECH', 'DESERT', 'SOIL']","['HOSE', 'ROBE', 'ELM', 'COAT', 'CANYON', 'RIVER', 'WILLOW', 'PLATEAU', 'BUCKET', 'BEECH', 'SHORTS', 'DESERT', 'SOIL', 'SKIRT', 'POPLAR', 'SEEDS']",0.0,False,[2050],,,categorized_16_4,HOSE,3000.0,,
1909,text-recall,,text-recall,45.0,1410303.0,0.0-47.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['BOOKLET', 'BULLETIN', 'MANUSCRIPT', 'SNOTE', 'NOTE', 'SKA', 'ALTERNATIVE', 'POP', 'CRIMSON', 'SCARLET', 'TAN', 'INDIGO', 'BULLETIN']","['BOOKLET', 'BULLETIN', 'MANUSCRIPT', 'NOTE', 'SKA', 'ALTERNATIVE', 'POP', 'CRIMSON', 'SCARLET', 'TAN', 'INDIGO']","['TRACK', 'WRESTLING', 'DIVING', 'LACROSSE', 'PUNK']","['SKA', 'ALTERNATIVE', 'MANUSCRIPT', 'TRACK', 'CRIMSON', 'NOTE', 'INDIGO', 'WRESTLING', 'POP', 'TAN', 'SCARLET', 'DIVING', 'LACROSSE', 'PUNK', 'BULLETIN', 'BOOKLET']",11.0,False,"[2812, 2402, 5934, 978, 1922, 1263, 2371, 964, 9471, 1934, 912, 2584, 12275]",True,56253.0,categorized_16_8,,,,
1910,reminder-random,,reminder,46.0,1450744.0,0.0-48.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,['TRACK'],[],"['WRESTLING', 'DIVING', 'LACROSSE', 'PUNK']","['SKA', 'ALTERNATIVE', 'MANUSCRIPT', 'TRACK', 'CRIMSON', 'NOTE', 'INDIGO', 'WRESTLING', 'POP', 'TAN', 'SCARLET', 'DIVING', 'LACROSSE', 'PUNK', 'BULLETIN', 'BOOKLET']",0.0,False,[3264],,,categorized_16_8,TRACK,3000.0,,
1911,text-recall,,text-recall,49.0,1578399.0,0.0-51.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['CLOUDS', 'TYPHOON', 'FLOOD', 'REGGAE', 'NINTENDO', 'BLIZZARD', 'CLOUD', 'INSTRUMENTAL', 'SAGE', 'GINGER']","['CLOUDS', 'TYPHOON', 'FLOOD', 'REGGAE', 'BLIZZARD', 'INSTRUMENTAL', 'SAGE', 'GINGER']","['PUZZLE', 'KITE', 'SUGAR', 'BLUEGRASS', 'FOLK', 'BLOCKS', 'NINTENDO', 'VANILLA']","['PUZZLE', 'KITE', 'FLOOD', 'SUGAR', 'BLUEGRASS', 'FOLK', 'BLOCKS', 'SAGE', 'NINTENDO', 'BLIZZARD', 'VANILLA', 'REGGAE', 'GINGER', 'INSTRUMENTAL', 'TYPHOON', 'CLOUDS']",8.0,False,"[1632, 2433, 963, 2761, 1972, 2004, 5950, 20390, 10243, 1440]",True,64534.0,categorized_16_3,,,,
1912,reminder-random,,reminder,50.0,1610597.0,0.0-52.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,['VANILLA'],[],"['PUZZLE', 'KITE', 'SUGAR', 'BLUEGRASS', 'FOLK', 'BLOCKS', 'NINTENDO']","['PUZZLE', 'KITE', 'FLOOD', 'SUGAR', 'BLUEGRASS', 'FOLK', 'BLOCKS', 'SAGE', 'NINTENDO', 'BLIZZARD', 'VANILLA', 'REGGAE', 'GINGER', 'INSTRUMENTAL', 'TYPHOON', 'CLOUDS']",0.0,False,[3344],,,categorized_16_3,VANILLA,3000.0,,
1913,text-recall,,text-recall,53.0,1727829.0,0.0-55.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['LOBBY', 'EVERGREEN', 'BIRCH', 'REDWOOD', 'SWIMMING', 'SKIING', 'BOXING', 'CLOSET', 'PORCH', 'WAGON', 'CART', 'TAXI', 'CEDAR']","['LOBBY', 'EVERGREEN', 'BIRCH', 'REDWOOD', 'SWIMMING', 'SKIING', 'BOXING', 'CLOSET', 'PORCH', 'WAGON', 'CART', 'TAXI', 'CEDAR']","['SOFTBALL', 'VAN', 'KITCHEN']","['BOXING', 'WAGON', 'SKIING', 'EVERGREEN', 'CLOSET', 'PORCH', 'SOFTBALL', 'REDWOOD', 'VAN', 'CEDAR', 'BIRCH', 'CART', 'TAXI', 'KITCHEN', 'SWIMMING', 'LOBBY']",13.0,False,"[1542, 2994, 2146, 3099, 2061, 1683, 2309, 11163, 2242, 2752, 1029, 1503, 16812]",True,60309.0,categorized_16_5,,,,
1914,reminder-best,,reminder,54.0,1764177.0,0.0-56.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,[],[],"['VAN', 'KITCHEN']","['BOXING', 'WAGON', 'SKIING', 'EVERGREEN', 'CLOSET', 'PORCH', 'SOFTBALL', 'REDWOOD', 'VAN', 'CEDAR', 'BIRCH', 'CART', 'TAXI', 'KITCHEN', 'SWIMMING', 'LOBBY']",0.0,False,[],,,categorized_16_5,SOFTBALL,3000.0,,
1915,text-recall,,text-recall,57.0,1874799.0,0.0-59.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['HORNET', 'WASP', 'OWL', 'FINCH', 'SWAN', 'BALLROOM', 'TANGO', 'RAVINE', 'FAULT', 'WALTZ']","['HORNET', 'WASP', 'OWL', 'FINCH', 'SWAN', 'BALLROOM', 'TANGO', 'RAVINE', 'FAULT', 'WALTZ']","['STREAM', 'WORM', 'VALLEY', 'MOSQUITO', 'SWING', 'PENGUIN']","['BALLROOM', 'STREAM', 'RAVINE', 'FINCH', 'SWAN', 'WORM', 'VALLEY', 'WALTZ', 'MOSQUITO', 'OWL', 'WASP', 'FAULT', 'SWING', 'PENGUIN', 'TANGO', 'HORNET']",10.0,False,"[2456, 730, 1308, 1400, 1069, 2209, 1871, 1442, 1064, 22349]",True,52458.0,categorized_16_0,,,,
1916,reminder-worst,,reminder,58.0,1919021.0,0.0-60.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,['PENGUIN'],[],"['STREAM', 'WORM', 'VALLEY', 'MOSQUITO', 'SWING']","['BALLROOM', 'STREAM', 'RAVINE', 'FINCH', 'SWAN', 'WORM', 'VALLEY', 'WALTZ', 'MOSQUITO', 'OWL', 'WASP', 'FAULT', 'SWING', 'PENGUIN', 'TANGO', 'HORNET']",0.0,False,[2927],,,categorized_16_0,PENGUIN,3000.0,,
1917,text-recall,,text-recall,61.0,2037720.0,0.0-63.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['DEER', 'LIZARD', 'OTTOMAN', 'CABINET', 'DRESS', 'TROUSERS', 'TIE', 'GORGE', 'ISLAND', 'PLAIN', 'PLAINS']","['DEER', 'LIZARD', 'OTTOMAN', 'CABINET', 'DRESS', 'TROUSERS', 'TIE', 'GORGE', 'ISLAND', 'PLAIN']","['LAKE', 'DESK', 'JACKET', 'ELEPHANT', 'DONKEY', 'LAMP']","['GORGE', 'ISLAND', 'LAKE', 'TROUSERS', 'PLAIN', 'DRESS', 'DESK', 'CABINET', 'JACKET', 'ELEPHANT', 'OTTOMAN', 'DONKEY', 'LAMP', 'LIZARD', 'TIE', 'DEER']",10.0,False,"[1223, 1861, 3141, 1810, 1276, 1886, 2406, 4328, 28870, 6042, 1462]",True,61774.0,categorized_16_11,,,,
1918,reminder-best,,reminder,62.0,2072608.0,0.0-64.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['LAMP', 'DESK']",['DESK'],"['LAKE', 'JACKET', 'ELEPHANT', 'DONKEY']","['GORGE', 'ISLAND', 'LAKE', 'TROUSERS', 'PLAIN', 'DRESS', 'DESK', 'CABINET', 'JACKET', 'ELEPHANT', 'OTTOMAN', 'DONKEY', 'LAMP', 'LIZARD', 'TIE', 'DEER']",1.0,False,"[6078, 12081]",,,categorized_16_11,LAMP,3000.0,,
1919,text-recall,,text-recall,65.0,2172361.0,0.0-67.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['RABBIT', 'TIGER', 'ANTELOPE', 'SCHOONER', 'FERRY', 'BATTLESHIP', 'SOLAR', 'NUCLEAR', 'OIL']","['RABBIT', 'TIGER', 'ANTELOPE', 'SCHOONER', 'FERRY', 'BATTLESHIP', 'SOLAR', 'NUCLEAR', 'OIL']","['ELECTRICITY', 'ACCORDION', 'FIDDLE', 'MOOSE', 'SLOOP', 'CLARINET', 'KEYBOARD']","['ELECTRICITY', 'ACCORDION', 'FIDDLE', 'TIGER', 'SCHOONER', 'MOOSE', 'FERRY', 'ANTELOPE', 'SLOOP', 'BATTLESHIP', 'OIL', 'CLARINET', 'NUCLEAR', 'KEYBOARD', 'SOLAR', 'RABBIT']",9.0,False,"[3388, 1235, 2025, 5104, 1336, 2747, 10137, 1949, 5439]",True,44752.0,categorized_16_1,,,,
1920,reminder-best,,reminder,66.0,2224277.0,0.0-68.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['ACCORDION', 'FIDDLE', 'CLARINET']","['FIDDLE', 'CLARINET']","['ELECTRICITY', 'MOOSE', 'SLOOP', 'KEYBOARD']","['ELECTRICITY', 'ACCORDION', 'FIDDLE', 'TIGER', 'SCHOONER', 'MOOSE', 'FERRY', 'ANTELOPE', 'SLOOP', 'BATTLESHIP', 'OIL', 'CLARINET', 'NUCLEAR', 'KEYBOARD', 'SOLAR', 'RABBIT']",2.0,False,"[4830, 1569, 17179]",,,categorized_16_1,ACCORDION,3000.0,,
1921,text-recall,,text-recall,69.0,2327705.0,0.0-71.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['DRILL', 'LIGHTNING', 'HAIL', 'BOLT', 'FROZEN', 'ROOM', 'BASEMENT', 'LEVEL', 'ELEVATOR']","['DRILL', 'LIGHTNING', 'HAIL', 'BOLT', 'ROOM', 'BASEMENT', 'LEVEL', 'ELEVATOR']","['HILL', 'FOG', 'SCREW', 'POND', 'CLIFF', 'ENTRANCE', 'SEA', 'FROST']","['LIGHTNING', 'ROOM', 'LEVEL', 'ELEVATOR', 'HILL', 'HAIL', 'BASEMENT', 'FOG', 'BOLT', 'SCREW', 'POND', 'CLIFF', 'ENTRANCE', 'SEA', 'FROST', 'DRILL']",8.0,False,"[1329, 2255, 1770, 1528, 4357, 6687, 1830, 15503, 1451]",True,45177.0,categorized_16_10,,,,
1922,reminder-random,,reminder,70.0,2379184.0,0.0-72.0,pilot,10,opt-rems-full,debugRU7fz:debugMxeL5,False,"['FOG', 'POND', 'SEA']","['POND', 'SEA']","['HILL', 'SCREW', 'CLIFF', 'ENTRANCE', 'FROST']","['LIGHTNING', 'ROOM', 'LEVEL', 'ELEVATOR', 'HILL', 'HAIL', 'BASEMENT', 'FOG', 'BOLT', 'SCREW', 'POND', 'CLIFF', 'ENTRANCE', 'SEA', 'FROST', 'DRILL']",2.0,False,"[2587, 1421, 1438]",,,categorized_16_10,FOG,3000.0,,
1923,total-points,,,,,,,,,debugRU7fz:debugMxeL5,,,,,,,,,,,,,,debugRU7fz:debugMxeL5,123.0
1924,survey-text,"{""Q0"":""600be42e32909325b20ab5f0""}",survey-text,0.0,15918.0,0.0-0.0,pilot,80,opt-rems-full,debug4sJFv:debugjHiu4,,,,,,,,,,,,,,,
1925,text-recall,,text-recall,29.0,1103172.0,0.0-27.0,pilot,80,opt-rems-full,debug4sJFv:debugjHiu4,False,"['WORM', 'BUTTERFLY', 'SHEEP', 'CAMEL', 'ELK', 'RULER', 'AXE', 'BOLT', 'PENCIL', 'FOG', 'BLIZZARD', 'TSUNAMI', 'WIND']","['WORM', 'BUTTERFLY', 'SHEEP', 'CAMEL', 'ELK', 'RULER', 'AXE', 'BOLT', 'PENCIL', 'FOG', 'BLIZZARD', 'TSUNAMI', 'WIND']","['BEETLE', 'WASP', 'DONKEY']","['SHEEP', 'BEETLE', 'PENCIL', 'WASP', 'AXE', 'DONKEY', 'BOLT', 'BLIZZARD', 'CAMEL', 'TSUNAMI', 'FOG', 'WIND', 'RULER', 'ELK', 'WORM', 'BUTTERFLY']",13.0,False,"[1379, 2861, 1044, 947, 916, 3307, 907, 3460, 6612, 10798, 2348, 3774, 4271]",True,47974.0,categorized_16_0,,,,
1926,reminder-random,,reminder,30.0,1151917.0,0.0-28.0,pilot,80,opt-rems-full,debug4sJFv:debugjHiu4,False,"['WASP', 'BUTTERFLY', 'WORM', 'BEETLE']",['BEETLE'],['DONKEY'],"['SHEEP', 'BEETLE', 'PENCIL', 'WASP', 'AXE', 'DONKEY', 'BOLT', 'BLIZZARD', 'CAMEL', 'TSUNAMI', 'FOG', 'WIND', 'RULER', 'ELK', 'WORM', 'BUTTERFLY']",1.0,False,"[2309, 2578, 1477, 3532]",,,categorized_16_0,WASP,3000.0,,
1927,text-recall,,text-recall,33.0,1271931.0,0.0-31.0,pilot,80,opt-rems-full,debug4sJFv:debugjHiu4,False,"['CLOTH', 'LEATHER', 'VELVET', 'SAGE', 'OTTOMAN', 'BUREAU', 'BUREAU', 'DESK', 'CABINET', 'VELVET', 'FELT', 'SAGE', 'VANILLA', 'GINGER', 'SUGAR']","['CLOTH', 'LEATHER', 'VELVET', 'SAGE', 'OTTOMAN', 'BUREAU', 'DESK', 'CABINET', 'FELT', 'VANILLA', 'GINGER', 'SUGAR']","['STEAM', 'WATER', 'SOLAR', 'OIL']","['BUREAU', 'LEATHER', 'CABINET', 'DESK', 'STEAM', 'OTTOMAN', 'FELT', 'VANILLA', 'VELVET', 'GINGER', 'SAGE', 'WATER', 'SOLAR', 'OIL', 'SUGAR', 'CLOTH']",12.0,False,"[2329, 2057, 1812, 1547, 1713, 9557, 7213, 3849, 2457, 1669, 1663, 2002, 1750, 2135, 6127]",True,50710.0,categorized_16_2,,,,
1928,reminder-random,,reminder,34.0,1317808.0,0.0-32.0,pilot,80,opt-rems-full,debug4sJFv:debugjHiu4,True,"['SOLAR', 'STEAM', 'WATER', 'OIL', 'SOLAR', 'STEAM', 'WATER', 'OIL', 'SOALR', 'SOLAR', 'WIND']","['STEAM', 'WATER', 'OIL']",[],"['BUREAU', 'LEATHER', 'CABINET', 'DESK', 'STEAM', 'OTTOMAN', 'FELT', 'VANILLA', 'VELVET', 'GINGER', 'SAGE', 'WATER', 'SOLAR', 'OIL', 'SUGAR', 'CLOTH']",3.0,False,"[2293, 3540, 1770, 1324, 4526, 1904, 1323, 1224, 2269, 1726, 10451]",,,categorized_16_2,SOLAR,3000.0,,
